ID,LastName,FirstName,Title,Gender,Boarded,Class,Age,Survived
1197,Thompson,Alexander Morrison,Mr,M,Southampton,3rd,36,No
1198,Thorne,Gertrude Maybelle,Miss,F,Cherbourg,1st,38,Yes
1199,Thorneycroft,Percival,Mr,M,Southampton,3rd,36,No
1200,Thorneycroft,Florence Kate,Mrs,F,Southampton,3rd,32,Yes
1201,Tikkanen,Juho,Mr,M,Southampton,3rd,32,No
1202,Tobin,Roger,Mr,M,Queenstown,3rd,20,No
1203,Todoroff,Lalio,Mr,M,Southampton,3rd,23,No
1204,Tomlin,Ernest Portage,Mr,M,Southampton,3rd,22,No
1205,Toomey,Ellen Mary,Miss,F,Southampton,2nd,48,Yes
1206,Törber,Ernst Wilhelm,Mr,M,Southampton,3rd,41,No
1207,Torfa,Assad,Mr,M,Cherbourg,3rd,20,No
1208,Törnquist,William Henry,Mr,M,Southampton,3rd,25,Yes
1209,Totevski,Hristo Danchev,Mr,M,Southampton,3rd,25,No
1210,Troupiansky,Moses Aaron,Mr,M,Southampton,2nd,23,No
1211,Trout,Jessie Laird,Mrs,F,Southampton,2nd,27,Yes
1212,Troutt,Edwina Celia,Miss,F,Southampton,2nd,27,Yes
1213,Tu’Mah,Hinnah,Mrs,F,Cherbourg,3rd,27,Yes
1214,Tu’Mah,Mariyam,Miss,F,Cherbourg,3rd,9,Yes
1215,Tu’Mah,Jirjis Yusuf,Master,M,Cherbourg,3rd,8,Yes
1216,Tucker,Gilbert Milligan Jr,Mr,M,Cherbourg,1st,31,Yes
1217,Turcin,Stjepan,Mr,M,Southampton,3rd,36,No
1218,Turja,Anna Sofia,Miss,F,Southampton,3rd,18,Yes
1219,Turkula,Hedwig,Mrs,F,Southampton,3rd,63,Yes
1220,Turpin,William John,Mr,M,Southampton,2nd,29,No
1221,Turpin,Dorothy Ann,Mrs,F,Southampton,2nd,26,No
1222,Uruchurtu,Manuel Ramirez,Don.,M,Cherbourg,1st,39,No
1223,Van Billiard,Austin Blyler,Mr,M,Southampton,3rd,35,No
1224,Van Billiard,James William,Master,M,Southampton,3rd,10,No
1225,Van Billiard,Walter John,Master,M,Southampton,3rd,9,No
1226,Van De Velde,Johannes Josef,Mr,M,Southampton,3rd,35,No
1227,Van Den Steen,Leo Peter,Mr,M,Southampton,3rd,28,No
1228,Van Der Hoef,Wyckoff,Mr,M,Belfast,1st,61,No
1229,Van Impe,Jean Baptiste,Mr,M,Southampton,3rd,36,No
1230,Van Impe,Rosalie Paula,Mrs,F,Southampton,3rd,30,No
1231,Van Impe,Catharina,Miss,F,Southampton,3rd,10,No
1232,Van Melckebeke,Philemon,Mr,M,Southampton,3rd,23,No
1233,Vandercruyssen,Victor,Mr,M,Southampton,3rd,46,No
1234,Vanderplancke,Julius,Mr,M,Southampton,3rd,31,No
1235,Vanderplancke,Emelie Maria,Mrs,F,Southampton,3rd,31,No
1236,Vanderplancke,Augusta Maria,Miss,F,Southampton,3rd,18,No
1237,Vanderplancke,Leo Edmondus,Mr,M,Southampton,3rd,15,No
1238,Vandewalle,Nestor Cyriel,Mr,M,Southampton,3rd,28,No
1239,Vartanian,David,Mr,M,Cherbourg,3rd,22,No
1240,Veal,James,Mr,M,Southampton,2nd,40,No
1241,Vendel,Olof Edvin,Mr,M,Southampton,3rd,20,No
1242,Veström,Hulda Amanda Adolfina,Miss,F,Southampton,3rd,14,No
1243,Vovk,Janko,Mr,M,Southampton,3rd,21,No
1244,Waelens,Achille,Mr,M,Southampton,3rd,22,No
1245,Walker,William Anderson,Mr,M,Southampton,1st,48,No
1246,Wallcroft,Ellen “Nellie”,Miss,F,Southampton,2nd,36,Yes
1247,Ward,Annie Moore (Maid to Mrs Charlotte Cardeza),Miss,F,Cherbourg,1st,35,Yes
1248,Ware,John James,Mr,M,Southampton,2nd,45,No
1249,Ware,Frederick,Mr,M,Southampton,3rd,34,No
1250,Ware,Florence Louise,Mrs,F,Southampton,2nd,31,Yes
1251,Ware,William Jeffery,Mr,M,Southampton,2nd,23,No
1252,Warren,Frank Manley,Mr,M,Cherbourg,1st,63,No
1253,Warren,Anna Sophia,Mrs,F,Cherbourg,1st,60,Yes
1254,Warren,Charles William,Mr,M,Southampton,3rd,30,No
1255,Watson,Ennis Hastings,Mr,M,Belfast,2nd,19,No
1256,Watt,Elizabeth,Mrs,F,Southampton,2nd,40,Yes
1257,Watt,Robertha Josephine,Miss,F,Southampton,2nd,12,Yes
1258,Wazli,Yousif Ahmed,Mr,M,Cherbourg,3rd,23,No
1259,Webber,James,Mr,M,Southampton,3rd,66,No
1260,Webber,Susan,Miss,F,Southampton,2nd,37,Yes
1261,Weir,John,Colonel,M,Southampton,1st,59,No
1262,Weisz,Léopold,Mr,M,Southampton,2nd,37,No
1263,Weisz,Mathilde Françoise,Mrs,F,Southampton,2nd,37,Yes
1264,Wells,Addie Dart,Mrs,F,Southampton,2nd,29,Yes
1265,Wells,Joan,Miss,F,Southampton,2nd,4,Yes
1266,Wells,Ralph Lester,Master,M,Southampton,2nd,2,Yes
1267,Wennerström,August,Mr,M,Southampton,3rd,27,Yes
1268,West,Barbara Joyce,Miss,F,Southampton,2nd,0,Yes
1269,West,Edwy Arthur,Mr,M,Southampton,2nd,36,No
1270,West,Ada Mary,Mrs,F,Southampton,2nd,33,Yes
1271,West,Constance Mirium,Miss,F,Southampton,2nd,4,Yes
1272,Wheadon,Edward Henry,Mr,M,Southampton,2nd,65,No
1273,Wheeler,Edwin Charles,Mr,M,Southampton,2nd,24,No
1274,Whilems,Charles,Mr,M,Southampton,2nd,31,Yes
1275,White,Ella,Mrs,F,Cherbourg,1st,55,Yes
1276,White,Percival Wayland,Mr,M,Southampton,1st,54,No
1277,White,Richard Frasar,Mr,M,Southampton,1st,21,No
1278,Wick,George Dennick,Colonel,M,Southampton,1st,57,No
1279,Wick,Mary Peebles,Mrs,F,Southampton,1st,45,Yes
1280,Wick,Mary Natalie,Miss,F,Southampton,1st,31,Yes
1281,Widegren,Carl Peter,Mr,M,Southampton,3rd,51,No
1282,Widener,George Dunton,Mr,M,Southampton,1st,50,No
1283,Widener,Eleanor,Mrs,F,Southampton,1st,50,Yes
1284,Widener,Harry Elkins,Mr,M,Southampton,1st,27,No
1285,Wiklund,Karl Johan,Mr,M,Southampton,3rd,21,No
1286,Wiklund,Jakob Alfred,Mr,M,Southampton,3rd,18,No
1287,Wilkes,Ellen,Mrs,F,Southampton,3rd,47,Yes
1288,Wilkinson,Elizabeth Anne,Mrs,F,Southampton,2nd,35,Yes
1289,Willard,Constance,Miss,F,Southampton,1st,21,Yes
1290,Willer,Aaron,Mr,M,Cherbourg,3rd,37,No
1291,Willey,Edward John,Mr,M,Southampton,3rd,18,No
1292,Williams,Charles Duane,Mr,M,Cherbourg,1st,51,No
1293,Williams,Fletcher Fellowes Lambert,Mr,M,Southampton,1st,43,No
1294,Williams,Howard Hugh,Mr,M,Southampton,3rd,28,No
1295,Williams,Leslie,Mr,M,Southampton,3rd,28,No
1296,Williams,Charles Eugene,Mr,M,Southampton,2nd,23,Yes
1297,Williams,Richard Norris II,Mr,M,Cherbourg,1st,21,Yes
1298,Wilson,Helen Alice (Maid to Mrs Frederic Oakley Spedden),Miss,F,Cherbourg,1st,31,Yes
1299,Windeløv,Einar,Mr,M,Southampton,3rd,21,No
1300,Wirz,Albert,Mr,M,Southampton,3rd,27,No
1301,Wiseman,Philippe,Mr,M,Southampton,3rd,54,No
1302,Wittevrongel,Camilius Aloysius,Mr,M,Southampton,3rd,36,No
1303,Woodward,John Wesley,Mr,M,Southampton,2nd,32,No
1304,Woolner,Hugh,Mr,M,Southampton,1st,45,Yes
1305,Wright,George,Mr,M,Southampton,1st,62,No
1306,Wright,Marion,Miss,F,Southampton,2nd,26,Yes
1307,Yasbeck,Antoni,Mr,M,Cherbourg,3rd,27,Yes
1308,Yazbeck,Selini,Mrs,F,Cherbourg,3rd,15,No
1309,Young,Marie Grice,Miss,F,Cherbourg,1st,36,Yes
1310,Yousseff (Abi Saab),Gerios,Mr,M,Cherbourg,3rd,26,No
1311,Youssiff (Sam’Aan),Gerios,Mr,M,Cherbourg,3rd,45,No
1312,Yusuf,Katr in,Mrs,F,Cherbourg,3rd,24,Yes
1313,Yvois,Henriette,Miss,F,Southampton,2nd,24,No
1314,Zakarian,Ortin,Mr,M,Cherbourg,3rd,27,No
1315,Zakarian,Mapriededer,Mr,M,Cherbourg,3rd,22,No
1316,Zenni,Philip,Mr,M,Cherbourg,3rd,22,Yes
1317,Zimmermann,Leo,Mr,M,Southampton,3rd,29,No
