species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,year
Gentoo,Biscoe,43.6,15.2,213,4675,female,2009
Gentoo,Biscoe,46.3,14.7,217,5200,female,2008
Gentoo,Biscoe,45.0,14.5,210,4400,female,2008
Gentoo,Biscoe,42.4,13.7,213,4925,female,2008
Gentoo,Biscoe,47.4,15.1,218,4975,female,2009
Gentoo,Biscoe,48.9,14.8,220,5125,female,2008
Gentoo,Biscoe,44.6,14.7,214,4900,female,2009
Gentoo,Biscoe,46.2,14.3,217,4875,female,2008
Gentoo,Biscoe,46.6,14.8,217,5225,female,2008
Gentoo,Biscoe,47.3,13.7,214,4925,female,2009
Gentoo,Biscoe,49.1,14.6,212,4575,female,2009
Gentoo,Biscoe,43.5,13.4,209,4375,female,2007
Gentoo,Biscoe,45.7,13.8,214,4450,female,2008
Gentoo,Biscoe,48.2,14.4,203,4650,female,2009
Gentoo,Biscoe,44.7,14.7,214,4825,female,2009
Gentoo,Biscoe,47.5,15.0,218,4950,female,2009
Gentoo,Biscoe,43.0,13.2,216,5025,female,2007
Gentoo,Biscoe,43.3,14.0,207,4525,female,2009
Gentoo,Biscoe,44.9,14.6,207,5050,female,2007
Gentoo,Biscoe,48.6,14.4,203,4650,female,2009
Gentoo,Biscoe,47.7,15.0,216,4725,female,2008
Gentoo,Biscoe,46.4,14.9,216,4675,female,2008
Gentoo,Biscoe,45.0,13.8,215,4725,female,2008
Gentoo,Biscoe,41.0,13.7,214,4625,female,2007
Gentoo,Biscoe,42.7,13.7,208,3950,female,2008
Gentoo,Biscoe,45.8,13.7,214,4700,female,2007
Gentoo,Biscoe,47.0,14.6,222,4875,female,2009
Gentoo,Biscoe,45.6,14.5,212,4775,female,2009
Gentoo,Biscoe,42.8,14.1,209,4675,female,2007
Gentoo,Biscoe,46.4,14.5,214,4375,female,2007
Gentoo,Biscoe,47.8,14.3,210,4600,female,2007
Gentoo,Biscoe,46.5,14.7,222,4925,female,2009
Gentoo,Biscoe,45.2,14.8,212,5200,female,2009
Gentoo,Biscoe,43.7,13.9,208,4300,female,2008
Gentoo,Biscoe,47.5,14.0,212,4850,female,2009
Gentoo,Biscoe,45.2,14.8,212,5200,female,2009
Gentoo,Biscoe,49.2,14.4,212,4625,female,2009
Gentoo,Biscoe,45.4,13.9,210,4225,female,2008
Gentoo,Biscoe,43.2,14.0,208,4575,female,2009
Gentoo,Biscoe,45.2,13.7,215,4725,female,2008
Gentoo,Biscoe,41.7,14.7,210,4725,female,2009
Gentoo,Biscoe,46.6,15.1,216,4700,female,2008
Gentoo,Biscoe,47.7,15.1,218,4925,female,2009
Gentoo,Biscoe,43.4,14.1,220,4700,female,2008
Gentoo,Biscoe,47.2,15.5,216,4975,female,2009
Gentoo,Biscoe,45.4,14.8,212,5200,female,2009
Gentoo,Biscoe,46.2,15.0,216,4700,female,2008
Gentoo,Biscoe,47.2,15.4,214,4925,female,2009
Gentoo,Biscoe,45.5,14.6,212,4775,female,2009
Gentoo,Biscoe,45.0,14.4,210,4400,female,2008
Gentoo,Biscoe,42.8,13.2,215,5000,female,2007
Gentoo,Biscoe,45.1,14.6,206,5050,female,2007
Gentoo,Biscoe,47.2,14.0,212,4900,female,2009
Gentoo,Biscoe,48.7,14.1,210,4450,female,2007
Gentoo,Biscoe,47.6,15.1,218,4900,female,2009
Gentoo,Biscoe,44.8,13.3,213,5125,female,2008
Gentoo,Biscoe,48.2,14.4,203,4625,female,2009
Gentoo,Biscoe,45.1,14.5,207,5050,female,2007
Gentoo,Biscoe,48.7,14.1,210,4425,female,2007
Gentoo,Biscoe,45.2,14.4,210,4425,female,2008
Gentoo,Biscoe,45.0,14.8,213,5200,female,2009
Gentoo,Biscoe,45.5,14.5,212,4775,female,2009
Gentoo,Biscoe,45.9,14.6,210,4200,female,2007
Gentoo,Biscoe,45.1,14.8,212,5125,female,2009
Gentoo,Biscoe,42.7,14.2,209,4650,female,2007
Gentoo,Biscoe,45.5,13.7,215,4750,female,2008
Gentoo,Biscoe,45.6,14.6,210,4175,female,2007
Gentoo,Biscoe,46.4,14.5,213,4375,female,2007
Gentoo,Biscoe,47.0,15.6,215,5000,female,2009
Gentoo,Biscoe,47.3,13.7,214,4950,female,2009
Gentoo,Biscoe,47.4,14.6,212,4750,female,2009
Gentoo,Biscoe,50.5,15.2,216,5000,female,2009
Gentoo,Biscoe,45.6,13.9,210,4200,female,2008
Gentoo,Biscoe,44.2,14.7,214,4800,female,2009
Gentoo,Biscoe,46.1,13.2,211,4475,female,2007
Gentoo,Biscoe,48.6,14.3,204,4625,female,2009
Gentoo,Biscoe,42.9,13.1,215,4975,female,2007
Gentoo,Biscoe,43.5,13.9,217,4875,female,2008
Gentoo,Biscoe,43.3,13.5,208,4375,female,2007
Gentoo,Biscoe,45.3,14.4,212,4725,female,2009
Gentoo,Biscoe,45.1,13.8,212,4775,female,2009
Gentoo,Biscoe,45.4,13.9,210,4200,female,2008
Gentoo,Biscoe,42.6,13.8,212,4975,female,2008
Gentoo,Biscoe,45.3,14.8,212,5225,female,2009
Gentoo,Biscoe,45.7,14.6,209,4175,female,2007
Gentoo,Biscoe,47.1,14.6,213,4750,female,2009
Gentoo,Biscoe,48.1,14.4,210,4600,female,2007
Gentoo,Biscoe,47.0,14.6,222,4900,female,2009
Gentoo,Biscoe,42.8,14.2,209,4675,female,2007
Gentoo,Biscoe,45.1,14.4,210,4375,female,2008
Gentoo,Biscoe,49.0,14.8,220,5175,female,2008
Gentoo,Biscoe,49.2,14.9,220,5150,female,2008
Gentoo,Biscoe,45.0,13.8,208,4175,female,2008
Gentoo,Biscoe,47.4,14.9,218,4975,female,2009
Gentoo,Biscoe,45.6,14.6,210,4225,female,2007
Gentoo,Biscoe,47.0,14.5,222,4875,female,2009
Gentoo,Biscoe,46.0,14.6,210,4200,female,2007
Gentoo,Biscoe,43.5,14.0,217,4925,female,2008
Gentoo,Biscoe,45.3,13.7,210,4275,female,2008
Gentoo,Biscoe,46.0,13.2,211,4525,female,2007
Gentoo,Biscoe,43.6,14.2,220,4725,female,2008
Gentoo,Biscoe,44.9,13.8,212,4750,female,2009
Gentoo,Biscoe,43.2,14.4,208,4425,female,2008
Gentoo,Biscoe,44.8,13.9,212,4725,female,2009
Gentoo,Biscoe,43.3,14.4,219,4600,female,2009
Gentoo,Biscoe,45.8,14.2,219,4675,female,2008
Gentoo,Biscoe,50.4,15.2,217,5025,female,2009
Gentoo,Biscoe,43.5,14.0,217,4850,female,2008
Gentoo,Biscoe,43.5,15.1,213,4650,female,2009
Gentoo,Biscoe,43.4,13.4,209,4375,female,2007
Gentoo,Biscoe,44.6,13.9,212,4750,female,2009
Gentoo,Biscoe,49.1,14.4,212,4600,female,2009
Gentoo,Biscoe,45.7,14.5,212,4750,female,2009
Gentoo,Biscoe,46.5,14.8,217,5175,female,2008
Gentoo,Biscoe,47.2,15.0,218,4925,female,2009
Gentoo,Biscoe,43.0,14.6,208,4450,female,2008
Gentoo,Biscoe,43.5,13.4,209,4375,female,2007
Gentoo,Biscoe,42.6,13.7,213,4950,female,2008
Gentoo,Biscoe,45.4,14.6,211,4825,female,2007
Gentoo,Biscoe,43.2,14.2,220,4675,female,2008
Gentoo,Biscoe,46.9,14.6,222,4900,female,2009
Gentoo,Biscoe,46.1,14.2,217,4375,female,2009
Gentoo,Biscoe,45.1,13.7,215,4750,female,2008
Gentoo,Biscoe,47.0,14.6,222,4925,female,2009
Gentoo,Biscoe,46.4,14.2,210,4875,female,2008
Gentoo,Biscoe,43.7,13.4,208,4400,female,2007
Gentoo,Biscoe,41.8,14.7,210,4675,female,2009
Gentoo,Biscoe,46.5,14.2,211,4900,female,2008
Gentoo,Biscoe,46.0,14.2,219,4725,female,2008
Gentoo,Biscoe,47.3,13.9,212,4850,female,2009
Gentoo,Biscoe,41.0,13.6,214,4625,female,2007
Gentoo,Biscoe,43.3,14.5,208,4500,female,2008
Gentoo,Biscoe,49.0,14.5,212,4625,female,2009
Gentoo,Biscoe,40.9,13.8,214,4675,female,2007
Gentoo,Biscoe,47.2,15.1,218,4975,female,2009
Gentoo,Biscoe,44.8,14.7,214,4850,female,2009
Gentoo,Biscoe,45.4,13.8,208,4175,female,2008
Gentoo,Biscoe,43.6,14.5,218,4575,female,2009
Gentoo,Biscoe,43.3,14.5,218,4575,female,2009
Gentoo,Biscoe,43.5,15.2,213,4625,female,2009
Gentoo,Biscoe,43.6,13.9,217,4900,female,2008
Gentoo,Biscoe,47.3,14.2,209,4550,female,2008
Gentoo,Biscoe,46.6,14.4,217,4925,female,2008
Gentoo,Biscoe,45.9,14.2,219,4700,female,2008
Gentoo,Biscoe,44.6,14.6,214,4825,female,2009
Gentoo,Biscoe,43.1,14.2,220,4725,female,2008
Gentoo,Biscoe,45.1,14.5,207,5050,female,2007
Gentoo,Biscoe,45.2,13.9,210,4200,female,2008
Gentoo,Biscoe,46.6,14.2,210,4900,female,2008
Gentoo,Biscoe,43.6,13.8,217,4925,female,2008
Gentoo,Biscoe,41.8,13.5,210,4225,female,2007
Gentoo,Biscoe,46.7,14.4,217,4925,female,2008
Gentoo,Biscoe,45.5,13.7,214,4650,female,2007
Gentoo,Biscoe,44.9,14.4,207,5075,female,2007
Gentoo,Biscoe,42.9,14.2,209,4675,female,2007
Gentoo,Biscoe,49.0,14.5,212,4600,female,2009
Gentoo,Biscoe,42.9,13.1,215,4975,female,2007
Gentoo,Biscoe,46.5,14.2,210,4825,female,2008
Gentoo,Biscoe,47.2,15.6,215,4950,female,2009
Gentoo,Biscoe,48.4,14.4,204,4600,female,2009
Gentoo,Biscoe,43.2,13.2,216,5000,female,2007
Gentoo,Biscoe,45.9,13.2,211,4525,female,2007
Gentoo,Biscoe,46.8,14.2,214,4850,female,2009
Gentoo,Biscoe,46.1,13.2,211,4475,female,2007
Gentoo,Biscoe,46.6,14.8,217,5200,female,2008
Gentoo,Biscoe,47.4,14.7,212,4725,female,2009
Gentoo,Biscoe,47.5,14.9,216,4775,female,2008
Gentoo,Biscoe,46.1,13.3,211,4475,female,2007
Gentoo,Biscoe,45.0,14.4,215,5050,female,2007
Gentoo,Biscoe,43.6,15.2,213,4625,female,2009
Gentoo,Biscoe,42.7,13.6,213,4900,female,2008
Gentoo,Biscoe,43.6,14.3,220,4700,female,2008
Gentoo,Biscoe,46.2,15.0,216,4725,female,2008
Gentoo,Biscoe,48.4,14.4,203,4625,female,2009
Gentoo,Biscoe,46.6,14.5,213,4400,female,2007
Gentoo,Biscoe,45.6,13.9,210,4150,female,2008
Gentoo,Biscoe,41.0,13.7,214,4675,female,2007
Gentoo,Biscoe,43.3,14.4,218,4625,female,2009
Gentoo,Biscoe,46.5,14.4,217,4900,female,2008
Gentoo,Biscoe,48.7,14.1,210,4450,female,2007
Gentoo,Biscoe,42.9,14.2,209,4700,female,2007
Gentoo,Biscoe,46.5,14.9,216,5200,female,2008
Gentoo,Biscoe,43.2,14.0,208,4575,female,2009
Gentoo,Biscoe,45.0,13.8,212,4725,female,2009
Gentoo,Biscoe,47.4,15.0,218,4925,female,2009
Gentoo,Biscoe,45.2,14.5,211,4800,female,2009
Gentoo,Biscoe,49.2,14.8,220,5125,female,2008
Gentoo,Biscoe,49.2,14.9,220,5150,female,2008
Gentoo,Biscoe,50.5,15.2,216,5000,female,2009
Gentoo,Biscoe,44.2,13.9,208,4325,female,2008
Gentoo,Biscoe,46.4,14.8,217,5150,female,2008
Gentoo,Biscoe,43.8,14.2,220,4700,female,2008
Gentoo,Biscoe,47.3,14.5,212,4725,female,2009
Gentoo,Biscoe,43.8,14.2,220,4700,female,2008
Gentoo,Biscoe,44.5,14.8,213,4775,female,2009
Gentoo,Biscoe,43.4,13.5,209,4375,female,2007
Gentoo,Biscoe,45.4,13.8,208,4225,female,2008
Gentoo,Biscoe,43.4,14.5,208,4475,female,2008
Gentoo,Biscoe,43.4,13.9,208,4600,female,2009
Gentoo,Biscoe,45.3,13.8,209,4225,female,2008
Gentoo,Biscoe,43.1,13.2,215,5000,female,2007
Gentoo,Biscoe,43.2,14.0,208,4550,female,2009
Gentoo,Biscoe,48.7,15.0,220,4800,female,2009
Gentoo,Biscoe,43.1,14.5,209,4450,female,2008
Gentoo,Biscoe,46.7,13.5,209,4525,female,2007
Gentoo,Biscoe,42.9,14.1,209,4675,female,2007
Gentoo,Biscoe,44.9,14.4,210,4375,female,2008
Gentoo,Biscoe,45.3,14.3,210,4425,female,2008
Gentoo,Biscoe,46.3,14.8,217,5250,female,2008
Gentoo,Biscoe,46.6,14.2,210,4800,female,2008
Gentoo,Biscoe,45.9,13.2,211,4475,female,2007
Gentoo,Biscoe,46.0,14.6,210,4200,female,2007
Gentoo,Biscoe,41.3,14.6,210,4725,female,2009
Gentoo,Biscoe,43.1,14.2,208,4700,female,2007
Gentoo,Biscoe,46.6,14.4,217,4925,female,2008
Gentoo,Biscoe,46.2,13.2,211,4500,female,2007
Gentoo,Biscoe,46.3,13.5,210,4500,female,2007
Gentoo,Biscoe,44.8,13.3,213,5125,female,2008
Gentoo,Biscoe,44.6,14.7,214,4825,female,2009
Gentoo,Biscoe,43.5,13.9,217,4875,female,2008
Gentoo,Biscoe,44.0,13.9,208,4275,female,2008
Gentoo,Biscoe,43.4,13.9,216,4900,female,2008
Gentoo,Biscoe,46.7,14.4,217,4850,female,2008
Gentoo,Biscoe,46.6,14.4,217,4875,female,2008
Gentoo,Biscoe,48.5,14.3,203,4650,female,2009
Gentoo,Biscoe,46.6,14.5,213,4425,female,2007
Gentoo,Biscoe,41.9,14.7,210,4700,female,2009
Gentoo,Biscoe,48.4,14.4,203,4600,female,2009
Gentoo,Biscoe,47.5,14.6,212,4700,female,2009
Gentoo,Biscoe,47.1,15.6,215,4950,female,2009
Gentoo,Biscoe,46.2,14.1,217,4350,female,2009
Gentoo,Biscoe,43.3,13.9,217,4900,female,2008
Gentoo,Biscoe,46.5,16.1,215,5500,male,2009
Gentoo,Biscoe,45.1,15.8,215,5275,male,2008
Gentoo,Biscoe,49.6,15.1,216,4800,male,2008
Gentoo,Biscoe,48.2,15.6,220,5075,male,2008
Gentoo,Biscoe,47.3,15.3,222,5225,male,2007
Gentoo,Biscoe,44.4,17.3,219,5275,male,2008
Gentoo,Biscoe,47.2,15.2,222,5250,male,2007
Gentoo,Biscoe,50.4,16.0,222,5525,male,2008
Gentoo,Biscoe,46.4,15.6,221,4925,male,2008
Gentoo,Biscoe,46.6,15.4,219,5200,male,2007
Gentoo,Biscoe,51.3,16.3,230,5475,male,2009
Gentoo,Biscoe,49.1,15.8,217,5875,male,2007
Gentoo,Biscoe,47.5,14.6,214,5450,male,2007
Gentoo,Biscoe,49.6,16.2,224,5625,male,2009
Gentoo,Biscoe,46.7,15.4,219,5200,male,2007
Gentoo,Biscoe,49.9,15.0,215,4775,male,2008
Gentoo,Biscoe,50.5,15.2,224,5600,male,2008
Gentoo,Biscoe,46.8,15.3,219,5200,male,2007
Gentoo,Biscoe,44.4,17.3,218,5250,male,2008
Gentoo,Biscoe,49.7,16.0,225,5675,male,2008
Gentoo,Biscoe,50.9,16.3,220,6000,male,2008
Gentoo,Biscoe,50.4,15.7,222,5750,male,2009
Gentoo,Biscoe,44.8,15.8,215,5300,male,2008
Gentoo,Biscoe,48.1,14.9,215,5700,male,2007
Gentoo,Biscoe,47.6,14.9,215,5675,male,2007
Gentoo,Biscoe,51.0,16.3,220,6000,male,2008
Gentoo,Biscoe,49.0,15.8,208,5350,male,2008
Gentoo,Biscoe,54.9,16.0,230,5850,male,2009
Gentoo,Biscoe,49.8,16.1,213,5400,male,2009
Gentoo,Biscoe,46.9,16.1,215,5475,male,2009
Gentoo,Biscoe,46.0,14.9,220,5300,male,2008
Gentoo,Biscoe,49.9,15.3,220,5550,male,2007
Gentoo,Biscoe,50.8,15.8,226,5225,male,2009
Gentoo,Biscoe,48.6,14.1,220,5275,male,2008
Gentoo,Biscoe,51.1,14.2,218,5300,male,2009
Gentoo,Biscoe,52.3,16.9,230,5525,male,2009
Gentoo,Biscoe,52.1,17.1,230,5550,male,2009
Gentoo,Biscoe,51.0,16.4,224,5200,male,2009
Gentoo,Biscoe,48.9,16.0,216,5550,male,2007
Gentoo,Biscoe,45.0,15.8,216,5375,male,2008
Gentoo,Biscoe,48.9,16.2,216,5575,male,2007
Gentoo,Biscoe,55.9,17.0,228,5600,male,2009
Gentoo,Biscoe,48.4,16.2,220,5400,male,2008
Gentoo,Biscoe,52.2,17.1,228,5375,male,2009
Gentoo,Biscoe,51.0,14.3,218,5300,male,2009
Gentoo,Biscoe,49.8,16.0,225,5750,male,2008
Gentoo,Biscoe,49.4,15.7,217,5825,male,2007
Gentoo,Biscoe,55.9,17.0,228,5600,male,2009
Gentoo,Biscoe,48.9,16.2,222,6025,male,2009
Gentoo,Biscoe,50.0,14.3,218,5675,male,2007
Gentoo,Biscoe,48.4,15.6,221,5075,male,2008
Gentoo,Biscoe,52.3,17.1,228,5450,male,2009
Gentoo,Biscoe,52.0,17.0,230,5575,male,2009
Gentoo,Biscoe,46.1,15.1,214,5100,male,2007
Gentoo,Biscoe,49.5,16.0,225,5700,male,2008
Gentoo,Biscoe,48.7,14.2,220,5275,male,2008
Gentoo,Biscoe,49.4,15.9,225,5675,male,2008
Gentoo,Biscoe,46.8,15.4,214,5175,male,2007
Gentoo,Biscoe,48.9,15.0,227,5500,male,2009
Gentoo,Biscoe,48.2,15.6,221,5100,male,2008
Gentoo,Biscoe,49.4,15.7,216,5875,male,2007
Gentoo,Biscoe,59.6,17.0,229,6025,male,2007
Gentoo,Biscoe,50.1,14.3,218,5725,male,2007
Gentoo,Biscoe,51.1,16.5,226,5250,male,2009
Gentoo,Biscoe,48.3,14.1,220,5300,male,2008
Gentoo,Biscoe,48.0,15.6,221,5125,male,2008
Gentoo,Biscoe,46.4,14.8,221,5275,male,2008
Gentoo,Biscoe,51.4,16.3,230,5500,male,2009
Gentoo,Biscoe,46.3,15.9,216,5050,male,2007
Gentoo,Biscoe,48.5,16.2,221,5425,male,2008
Gentoo,Biscoe,47.1,15.4,222,5200,male,2007
Gentoo,Biscoe,48.4,14.1,220,5300,male,2008
Gentoo,Biscoe,50.9,15.7,226,5250,male,2009
Gentoo,Biscoe,49.8,15.8,229,5950,male,2009
Gentoo,Biscoe,48.9,15.0,222,5375,male,2007
Gentoo,Biscoe,48.9,16.2,222,6000,male,2009
Gentoo,Biscoe,49.8,15.9,224,5375,male,2009
Gentoo,Biscoe,50.9,15.7,226,5225,male,2009
Gentoo,Biscoe,50.4,15.3,224,5550,male,2008
Gentoo,Biscoe,49.5,16.2,229,5800,male,2008
Gentoo,Biscoe,51.3,14.2,218,5325,male,2009
Gentoo,Biscoe,46.5,15.8,215,5075,male,2007
Gentoo,Biscoe,47.9,15.6,221,5100,male,2008
Gentoo,Biscoe,46.6,16.1,215,5475,male,2009
Gentoo,Biscoe,49.0,15.8,216,4925,male,2009
Gentoo,Biscoe,56.1,16.9,228,5600,male,2009
Gentoo,Biscoe,45.1,15.4,220,5050,male,2008
Gentoo,Biscoe,49.6,15.0,216,4750,male,2008
Gentoo,Biscoe,52.1,17.0,229,5575,male,2009
Gentoo,Biscoe,50.1,16.3,229,5725,male,2007
Gentoo,Biscoe,51.1,14.9,223,5525,male,2008
Gentoo,Biscoe,48.3,16.3,221,5400,male,2008
Gentoo,Biscoe,49.9,15.9,224,5350,male,2009
Gentoo,Biscoe,49.8,16.1,229,5800,male,2008
Gentoo,Biscoe,48.7,15.7,208,5350,male,2008
Gentoo,Biscoe,51.2,16.3,230,5500,male,2009
Gentoo,Biscoe,49.9,16.7,230,5700,male,2008
Gentoo,Biscoe,52.4,17.1,228,5375,male,2009
Gentoo,Biscoe,49.0,15.2,221,6300,male,2007
Gentoo,Biscoe,52.4,17.2,228,5375,male,2009
Gentoo,Biscoe,52.2,17.2,228,5400,male,2009
Gentoo,Biscoe,52.1,17.0,230,5575,male,2009
Gentoo,Biscoe,46.7,15.3,219,5200,male,2007
Gentoo,Biscoe,47.5,14.9,216,5600,male,2007
Gentoo,Biscoe,44.6,17.2,219,5200,male,2008
Gentoo,Biscoe,55.8,17.0,228,5600,male,2009
Gentoo,Biscoe,48.7,15.1,222,5350,male,2007
Gentoo,Biscoe,47.8,14.6,215,5400,male,2007
Gentoo,Biscoe,48.4,14.1,220,5325,male,2008
Gentoo,Biscoe,52.3,17.0,228,5425,male,2009
Gentoo,Biscoe,49.8,15.0,226,4975,male,2008
Gentoo,Biscoe,48.8,16.2,222,6000,male,2009
Gentoo,Biscoe,45.4,16.4,223,5950,male,2008
Gentoo,Biscoe,50.7,15.7,226,5225,male,2009
Gentoo,Biscoe,50.8,17.3,228,5600,male,2009
Gentoo,Biscoe,51.2,14.2,218,5300,male,2009
Gentoo,Biscoe,50.7,15.0,223,5550,male,2008
Gentoo,Biscoe,50.9,15.0,223,5550,male,2008
Gentoo,Biscoe,51.3,16.3,230,5500,male,2009
Gentoo,Biscoe,51.5,16.4,229,5500,male,2009
Gentoo,Biscoe,54.6,15.7,231,5625,male,2008
Gentoo,Biscoe,49.9,16.0,213,5400,male,2009
Gentoo,Biscoe,52.6,15.7,221,5475,male,2009
Gentoo,Biscoe,50.7,15.7,226,5200,male,2009
Gentoo,Biscoe,55.5,17.0,228,5600,male,2009
Gentoo,Biscoe,47.2,15.3,222,5275,male,2007
Gentoo,Biscoe,54.3,15.7,231,5625,male,2008
Gentoo,Biscoe,50.1,15.2,218,5700,male,2007
Gentoo,Biscoe,48.1,15.0,215,5650,male,2007
Gentoo,Biscoe,51.5,16.2,230,5500,male,2009
Gentoo,Biscoe,50.0,16.0,212,5425,male,2009
Gentoo,Biscoe,48.5,16.0,230,5775,male,2008
Gentoo,Biscoe,44.2,17.3,219,5300,male,2008
Gentoo,Biscoe,50.6,15.0,223,5525,male,2008
Gentoo,Biscoe,50.0,15.8,229,5950,male,2009
Gentoo,Biscoe,53.3,15.8,219,5500,male,2009
Gentoo,Biscoe,45.0,16.4,223,6000,male,2008
Gentoo,Biscoe,48.2,15.1,209,5550,male,2009
Gentoo,Biscoe,49.6,16.1,224,5625,male,2009
Gentoo,Biscoe,48.2,14.6,213,5775,male,2007
Gentoo,Biscoe,49.2,15.3,221,6300,male,2007
Gentoo,Biscoe,45.9,15.1,215,5100,male,2007
Gentoo,Biscoe,47.6,14.5,215,5400,male,2007
Gentoo,Biscoe,49.5,16.1,223,5650,male,2009
Gentoo,Biscoe,46.8,16.2,215,5475,male,2009
Gentoo,Biscoe,54.8,16.0,230,5850,male,2009
Gentoo,Biscoe,49.9,15.9,224,5350,male,2009
Gentoo,Biscoe,49.5,15.8,216,4925,male,2009
Gentoo,Biscoe,47.8,15.0,215,5625,male,2007
Gentoo,Biscoe,48.0,15.5,221,5125,male,2008
Gentoo,Biscoe,51.0,15.8,226,5175,male,2009
Gentoo,Biscoe,47.0,15.2,222,5275,male,2007
Gentoo,Biscoe,50.6,15.8,223,5550,male,2008
Gentoo,Biscoe,48.9,16.2,222,5975,male,2009
Gentoo,Biscoe,50.0,14.3,218,5725,male,2007
Gentoo,Biscoe,48.7,16.2,222,6000,male,2009
Gentoo,Biscoe,51.0,16.5,225,5300,male,2009
Gentoo,Biscoe,48.3,15.6,221,5100,male,2008
Gentoo,Biscoe,52.2,17.0,230,5525,male,2009
Gentoo,Biscoe,55.2,16.1,230,5825,male,2009
Gentoo,Biscoe,48.1,15.0,209,5500,male,2009
Gentoo,Biscoe,50.8,15.9,225,5400,male,2008
Gentoo,Biscoe,50.0,15.9,229,6000,male,2009
Gentoo,Biscoe,49.8,16.1,224,5675,male,2009
Gentoo,Biscoe,55.1,16.0,230,5850,male,2009
Gentoo,Biscoe,48.8,16.2,222,6000,male,2009
Gentoo,Biscoe,50.7,15.0,223,5575,male,2008
Gentoo,Biscoe,50.3,15.9,224,5325,male,2009
Gentoo,Biscoe,46.8,16.0,216,5500,male,2009
Gentoo,Biscoe,53.3,15.8,219,5500,male,2009
Gentoo,Biscoe,52.3,17.0,230,5575,male,2009
Gentoo,Biscoe,47.9,14.9,215,5675,male,2007
Gentoo,Biscoe,51.8,17.0,230,5500,male,2009
Gentoo,Biscoe,49.7,15.9,229,5975,male,2009
Gentoo,Biscoe,49.4,16.1,224,5675,male,2009
Gentoo,Biscoe,50.7,15.7,226,5175,male,2009
Gentoo,Biscoe,44.9,15.4,220,5075,male,2008
Gentoo,Biscoe,49.6,15.0,216,4775,male,2008
Gentoo,Biscoe,44.4,17.3,219,5275,male,2008
Gentoo,Biscoe,48.3,16.3,220,5400,male,2008
Gentoo,Biscoe,50.6,15.0,223,5550,male,2008
Gentoo,Biscoe,48.1,15.1,209,5475,male,2009
Gentoo,Biscoe,48.4,15.2,209,5450,male,2009
Gentoo,Biscoe,49.6,16.0,225,5650,male,2008
Gentoo,Biscoe,48.0,15.1,209,5475,male,2009
Gentoo,Biscoe,49.4,15.7,216,4925,male,2009
Gentoo,Biscoe,48.4,15.6,221,5125,male,2008
Gentoo,Biscoe,44.5,17.3,219,5250,male,2008
Gentoo,Biscoe,50.9,16.5,225,5250,male,2009
Gentoo,Biscoe,47.7,15.0,215,5650,male,2007
Gentoo,Biscoe,46.2,15.6,221,5000,male,2008
Gentoo,Biscoe,50.9,15.1,223,5600,male,2008
Gentoo,Biscoe,55.0,16.0,230,5825,male,2009
Gentoo,Biscoe,54.1,15.7,231,5650,male,2008
Gentoo,Biscoe,48.8,16.2,222,5975,male,2009
Gentoo,Biscoe,49.7,16.8,230,5700,male,2008
Gentoo,Biscoe,46.6,15.4,219,5250,male,2007
Gentoo,Biscoe,49.4,16.1,216,5575,male,2007
Gentoo,Biscoe,50.0,16.3,230,5750,male,2007
Gentoo,Biscoe,49.4,15.9,216,4925,male,2009
Gentoo,Biscoe,56.0,16.9,228,5575,male,2009
Gentoo,Biscoe,49.8,15.8,229,5925,male,2009
Gentoo,Biscoe,47.6,14.6,216,5400,male,2007
Gentoo,Biscoe,48.4,14.1,220,5275,male,2008
Gentoo,Biscoe,47.6,14.6,215,5375,male,2007
Gentoo,Biscoe,51.2,16.3,220,6025,male,2008
Gentoo,Biscoe,45.9,14.9,221,5300,male,2008
Gentoo,Biscoe,46.5,15.1,215,5100,male,2007
Gentoo,Biscoe,49.8,15.8,224,5350,male,2009
Gentoo,Biscoe,49.0,16.1,216,5575,male,2007
Gentoo,Biscoe,50.5,15.8,225,5425,male,2008
Gentoo,Biscoe,49.9,15.2,218,5700,male,2007
Gentoo,Biscoe,50.1,14.2,218,5725,male,2007
Gentoo,Biscoe,46.3,15.0,221,5300,male,2008
Gentoo,Biscoe,48.5,14.2,220,5350,male,2008
Gentoo,Biscoe,48.2,14.6,213,5850,male,2007
Gentoo,Biscoe,51.7,14.2,219,5300,male,2009
Gentoo,Biscoe,49.5,15.0,216,4725,male,2008
Gentoo,Biscoe,47.8,15.0,215,5625,male,2007
Gentoo,Biscoe,47.3,15.3,222,5250,male,2007
Gentoo,Biscoe,52.6,17.1,228,5400,male,2009
Gentoo,Biscoe,50.2,15.9,224,5350,male,2009
Gentoo,Biscoe,49.3,15.2,221,6300,male,2007
Gentoo,Biscoe,54.5,15.7,231,5700,male,2008
Gentoo,Biscoe,47.5,14.5,215,5400,male,2007
Gentoo,Biscoe,49.8,15.1,216,4800,male,2008
Gentoo,Biscoe,46.7,15.4,219,5175,male,2007
Gentoo,Biscoe,51.0,14.1,218,5275,male,2009
Gentoo,Biscoe,46.9,15.4,215,5200,male,2007
Gentoo,Biscoe,51.4,16.3,221,5975,male,2008
Gentoo,Biscoe,47.2,15.2,222,5225,male,2007
Gentoo,Biscoe,50.2,14.2,218,5700,male,2007
Gentoo,Biscoe,44.4,17.3,219,5225,male,2008
